Review,Actual Label,Predicted Label
Colis comportant le nécessaire pour effectuer la réparation mais l'écran est de très mauvaise qualité : il ne s'incruste pas correctement dans le châssis du téléphone. Encore déçu pour un écran a un prix élevé pour une qualité plus que décevante.,negative,negative
"Ces bandes ne sont pas assez lumineuses, surtout le jour. Donc...aucun intérêt.",negative,negative
"J'ai installé ceci pour deux tiroirs de cuisine équipée... Aucune différence à la fermeture, aucune résistance ce produit ne sert à rien. J'ai installé un deuxième pour essayer à chaque tiroir et rien n'y fait, ne fait pas son job. Achat inutile...",negative,negative
JAMAIS RECU!! Malgré mes messages...pour prendre contact. AUCUNE REPONSE. Frais de port important (plus de 20 euros) laissés car je voulais que ça arrive vite pour un cadeau...ben raté! Les boules!! Vendeur à éviter!! PAS PROFESSIONNEL...Je dirai même là que c'est purement DU VOL!!,negative,negative
Ceinture reçu dans les délais (seul point positif) essayé et renvoyé de suite la sangle offerte ne sert à rien les patchs ne tiennent pas et la batterie à une automie de 3 secondes la ceinture est en plastique genre set de table le film de protection des patch est d'un bloc pas pratique pour proteger pour le prix je ne m'attendais pas au top des ceintures mais quand meme un minimum,negative,negative
"Je l'ai acheté pour enlever des odeurs très désagréable dans une pièce en pensant que le filtre à charbon à cette utilitée. Le constat est amer les odeurs ( d'animal ) ne disparaissent absolument pas alors que l'animal n'est plus jamais dans cette pièce et ceci après plusieurs jours d'utilisation. Donc ce n'est qu'un vulgaire ventilateur coutant plus de 400 euros. Je précise que si l'appareil fonctionne ou non il y a toujours la même intensité d'odeur, donc aucune filtration réelle. tés déçu!",negative,negative
Au bout de 6 mois cette serrure est à nouveau HS des morceaux de plastique ont cassé pouvez vous me la remplacer,negative,negative
"Ne marche pas, ne recommande pas, ne marche pas sur la bonne fréquence, même un antivol marche mieux pour utiliser comme badge que sa.",negative,negative
Je ne comprends rien pas reçu alors que qu’il est noté dans la boîte au lettre!! Alors que nos boîtes ne sont pas assez grande pour les colis.,negative,negative
"Après seulement 8 mois d'utilisation, la station est en panne. Elle s'allume lorsque le fer n'est pas branché, mais reste éteinte lorsque celui-ci est branché (et on entent un crépitement au niveau du fer). Aucun moyen de contacter quelqu'un à partir de ""mes commandes"". Si quelqu'un connait un moyen de contact pour un échange, je suis preneur.",negative,negative
Goût et textures pas désagréables mais pas vraiment de resultats..,negative,negative
"Sur 10 spot garantie deux ans ils ont tous cramé au bout d’un an, comment faire pour la garantie?",negative,negative
"J'ai acheté cet aspirateur en novembre 2017. Lorsque j'ai vidé pour la première fois le réservoir de poussière et laver le filtre, l'aspirateur n'aspire plus du tout. Peut-on m'informer sur les conditions de garantie et de retour de cet appareil?? Cordialement Merci à vous",negative,negative
Je peus pas tro jugé car se me fonctionne plus alors pas trop contente.,negative,negative
Ne coupe pas bien les cheveux hélas... Peut-être est-ce du au fait que la structure est en plastique...,negative,negative
"Bonjour, j'ai contacté Amazon hier après avoir commencé à déballer le colis ou j'y ai trouvé des assiettes de cassées, on m'a demandé de renvoyer le colis, j'ai tout de même continué à déballer le reste et il s'avère que les autres assiettes du service sont cassées, en aucun cas je ne vous renverrai un colis avec toute cette vaisselle de cassée, d'autant plus que lorsque j'ai eu le transporteur, celui ci m'a dit avoir laissé le colis derrière la grille à l'extérieur (pour info il pleuvait, carton trempé, irrécupérable ) et ma grille étant assez haute, le transporteur à lâché le colis et celui ci était en vrac!!! Je vous demande donc de me rembourser ce colis, si je passe par votre site c'est parce que je n'ai pas le temps d'aller chez les commerçants et de ce fait pas le temps de me rendre dans un bureau de poste ou tout autre pour renvoyer ce colis, mon emploi du temps ne me le permet pas. Je compte sur votre sens du commerce afin de satisfaire ma demande. En attente d'une réponse de votre part je vous souhaite une excellente fin de journée",negative,negative
"Bonjour J’ai un réel souci, C’est indiqué que j’ai reçu le colis. Hors je n’ai rien reçu.",negative,negative
"L'article que je viens de recevoir, la boîte du jeu est endommagée, dommage, mais je vais quand même garder l'article, car c'un un cadeau.",negative,negative
"Bonjour, mon métronome ne fonctionne plus. Il ne bat pas en rythme! Merci d'avance pour un remplacement possible",negative,negative
"Je ne peux pas évaluer ce produit, je l'attends toujours alors qu'il aurait du être livré la semaine dernière. A suivre...",negative,negative
Inesthétique et l'odeur reste que très peu de temps.... Déçu de ce produit je pensais avoir commandé une jarre plastique et non du carton....,negative,negative
Dommage que ça ne soit pas écrit en plus lisible directement que la montre est en allemand,negative,negative
"Je suis gâchée, la feuille contenant le tronc, les branches et des fleurs est mal découpée du coup, il manque des bouts...voir photos ci-joint. Est-il possible de me renvoyer cette feuille coupée correctement?? Car pour de la haute qualité, je trouve celà décevant...",negative,negative
"Produit de piètre qualité vendu au prix fort. Le délai de livraison annoncé était de 2 jours, sauf que j'ai reçu ma commande au bout de 2 semaines. Aucun message du vendeur m'annonçant un éventuel retard. Je ne recommande vraiment pas ce produit et ce vendeur.",negative,negative
Ce filtre n’est pas totalement compatible avec le boitier étanche de la goPro hero 7. une fois mis en place il bouge et un rien risque de le faire tomber.,negative,negative
Il faut démonter la coque à chaque fois que l’on veux recharger la montre y compris démontage du bracelet bref inutilisable,negative,negative
en cette periode de milliers de colis l emballage est bien trop faible fragile aux choc juste pour que ca ne se reproduise pas,negative,negative
Le produit ne correspond pas à mon telephone. Le verre de protection est trop grand.,negative,negative
Les bords ne collent pas vu que le portable a des contours arrondis. C'est à dire le verre trempé n'a pas des courbatures 3D aux bords et donc pas de couverture complète. Contrairement à la description dans le titre. Pas de traitement contre les traces des doigts (huiles) non plus. Conclusion - très moche et pas très utile. Je ne recommande pas.,negative,negative
Sac vraiment pas solide servi 2 fois déjà HS,negative,negative
Le portable na pas durer longtemps on entend rien je demande un remboursement pour men payee un bien.et qui marche bien,negative,negative
"Ce n’est pas le vrai dermacol, il n’est pas couvrant comme le vrai! J’ai comparé avec un autre et j’ai vu la différence, je suis bien déçu!",negative,negative
"Le payer assez cher pour ne pas réussir à la mettre sur mon écran, car il ne colle pas",negative,negative
"chambre à air de mauvaise qualité,à pété au premier gonflage",negative,negative
A éviter! Piètre qualité : charnière cassée au bout de 6 mois. Ne vaut même pas son prix!,negative,negative
"Les photos sur amazon.fr et l'article reçu sont totalement diferents, donc j'ai demandé un remboursement. Très déçu.",negative,negative
Il n'y a que le persil qui a poussé,negative,negative
Reçu un classeur vert bouteille. Même si les couleurs sont aleatoires il n'y a pas de vert dans le descriptif photo. Dommage,negative,negative
Semble une construction de qualité mais pas perpendiculaire - donc inutile,negative,negative
"j ai reçu le lecteur dvd sans l adapteur qui permet de se brancher sur la prise secteur. En effet, le lecteur n' est pas equipé d 'une prise française mais anglaise. Je trouve ça honteux au prix où l on paie ce dvd. La petite n a donc pas pu essayé son lecteur dvd.",negative,negative
Vu le prix je pensais avoir quelque chose d'un peu mieux,negative,negative
"Super déçue....!!!!!! Commandé agenda 2019, urgent.. Reçu vite certes mais agenda 2020!!!!! Faites gaffe QUO VADIS en préparant vos envois svp!!!c'est qd MM plus de 30 euros votre agenda! Faut que j'en rachete un autre!",negative,negative
"Produit impeccable, reçu dans les temps, rien a redire. Ne pouvant faire d'évaluation générale sur les services Amazon, je profite de cet espace pour informer de la mauvaise foi d'Amazon en cas de remboursement. J'attend depuis un mois un remboursement de 299 €, suite à une garantie accepté par eux. Amazon me dit avoir effectué ce paiement mais il n'est toujours pas sur mon compte. Après de nombreux appels téléphoniques et mails, je reçois toujours une fin de non recevoir. Amazon est très fort en vente mais nul quand il s'agit de rembourser.",negative,negative
Bonjour je voudrais retourner ce produit je me suis trompé sur le produit s’il vous plaît merci,negative,negative
"Contente de cet article cependant 18 mois après, la cafetière ne fonctionne plus. Dernière expérience pour cette marque. Peu chère mais pas durable",negative,negative
"Très déçu, après cinq mois des fuites d'eau",negative,negative
"Pas encore employé car pas reçu. très déçue de la livraison. On me dit que le livreur est passé mais je sais pas où. En plus quand je vais vérifier sur ma commande, il m est indiqué 2 dates de livraison (9 et 12 avril) et auxquelles j étais chez moi. Mais rien. donc très mécontente....",negative,negative
"Trop sec, sensation très désagréable sur les lèvres, marron trop foncé qui laisse des traces jusque sur la fourchette quand vous mangez...",negative,negative
une poubelle reçu mais elle était cassé pas de mousse dans le carton pour protéger donc je souhaite me faire rembourser ou échanger,negative,negative
Après 2 semaine d’essai je constate aucun changement à mon problèmes les intrus sont toujours présent dans mon appartement merci.,negative,negative
"Je l ai reçu dans les temps sauf que ce n était la bonne taille donc j ai demandé un retour à leur frais et ils ne veulent rien entendre donc je me retrouve avec cet article 10fois trop grand pour mon fils,je suis très déçu du comportement du vendeur qui ne reconnaît pas son erreur et propose aucune solution",negative,negative
Qualité médiocre Pas de protection en façade Très déçu vu le tarif,negative,negative
"Micro de mauvaise qualité, la personne à l'autre bout ne vous entends pas bien, son étouffé (testé sur téléphone et ordinateur). Les écouteurs sont bien, mais rien d'exceptionnel. Ne pas acheter si vous voulez vous servir du micro.",negative,negative
"Bonjour, J'ai la désagréable surprise de constater que le produit n'est pas dans ma boîte aux lettres, malgré le suivi qui indique que m'a commande vient d'être livrée. Ma boîte aux lettres est vide. Merci de faire le nécessaire dans les meilleurs délais.",negative,negative
Ces sachets sentent le plastique.,negative,negative
la fiche est un poil trop grosse. J’ai cassé la prise femelle de mon ampli avec. Je suis donc déçu du produit.,negative,negative
Je trouve que ces cartes sont un peu chères. Pas mal de double. Achetée uniquement car sur la liste du père nol,negative,negative
PAS CONFORME  LA DESCRIPTION! J’AVAIS PASSÉ CETTE COMMANDE JUSTEMENT PARCE QU’IL EST DIT QUE LA CUVE EST AMOVIBLE ET ELLE NE L’EST PAS! ALORS QUE LA DESCRIPTION MET EN BONNE PLACE QUE LA CUVE EST AMOVIBLE. A NE FACILITE PAS LE NETTOYAGE. PAS ENCORE ESSAYÉ DONC 2 * MAX,negative,negative
"Bonjour, Expédition rapide livraison ras. J'ai changé les piles 15 jours après celle-ci sont HS. Piles qui ne dure que 15 jours. Je déconseille vivement. Il vaut mieux prendre de la manque, Et ne pas être réveillé en pleine nuit par le détecteur incendie.",negative,negative
"Bonjour pourquoi les bougies sont livrées sans olives elles ne sont pas indentique au photographe de votre site, pourquoi",negative,negative
Pas encore testé sur du blanc très sale mais fait pas pire que d'autres lessives pour le moment mais hélas j'ai pris le lot de 3 paquets alors que je trouve l'odeur insupportable,negative,negative
Beaucoup trop petit j’ai acheté cet article pr rien,negative,negative
"La télécommande est très énergivore et décharge les piles en moins de 2... un bug isolé? En tout état de cause, cela rend le produit moins séduisant... On est visible comme n'importe quel gilet fluo à 1 euro, mais on ne peut pas signaler ses changements de direction! => procédure de demande d'échange lancée...",negative,negative
C’est un produit qui n’est pas mal mais malheureusement quand on le charge on ne sait pas quand est-ce qu’il faut arrêter la charge?? On ne sait pas si la charge est complète ou pas car le témoin reste toujours rouge?? En plus elle ne tue pas les mouches mais les étourdi seulement???,negative,negative
"Ce réducteur ne s'adapte pas sur mes WC il trop petit pour tenir dessus sur la cuvette et trop grand pour le mettre en dessous, dommage.",negative,negative
Pas su puissante que cela,negative,negative
"Commande reçue dans les temps, malheureusement le collier était un peu abîmé et j'ai du le rafistoler moi-même... c'était un cadeau.",negative,negative
Jai choisi pr pour faire plusieurs choses en même temps mais produit arrivé défectueux... Le Micro et le bouton n'ont jamais fonctionné.,negative,negative
Bon produit niveau qualitatif mais l'étui ne permet pas de pouvoir charger le téléphone sans enlever l'étui... ce n'est pas pratique et c'est un peu dommage...,negative,negative
pas de très bonne qualité,negative,negative
Purement décoratif ne vous indique absolument pas la météo! Emballage du carton tres correct,negative,negative
Certains tiroirs coulissent très difficilement,negative,negative
"peine ouvert qu'il y avait déjà un bracelet qui perdait ses perles, un autre porter deux fois cassée.",negative,negative
"Produit reçu semble etre reconditionné... Grosse déception au déballage : carton nickel, boitier de rangement neuf, outil sale avec plein de petites rayures. La tete est pleine de traces et est collante, encore si c'était de la graisse... Non. Comme si quelqu'un s'est amusé avec des mains sales. Genre produit de demo. Outil semble fonctionnel. A tester. Le reglage est dur (coince). Zero notice. Je ne recommanderai pas cette marque.",negative,negative
acheté il y a 4 mois pour mettre sur une tombe et il s'avère qu'il y en a une qui n' éclaire presque plus et clignote suis pas sûr de étanchéité dommage car beau produit déçue,negative,negative
tout est arrivé très vite neufs rien a dire je pense que c est plus un pb avec.le produit je ne l ai utilisé que 3mois apres l avoir reçu du coup je n ai eu que de l eau la pâte est trop épaisse impossible a mettre :/,negative,negative
J'ai pas aimé l'air est trop froid et je doute de sa réelle efficacité. J'ai donc demandé un remboursement.,negative,negative
"Premièrement, non fourni avec le sac de rangement comme décrit dans l'annonce mais rien de grave en soi. Deuxièmement, la fameuse protection spéciale de la fermeture éclair n'existe absolument pas, pire même les coutures sont très mauvaises, pleins de fil s'en échappent déjà! Bref une housse des plus classique qui ne mérite pas ce prix là...",negative,negative
"Les couture ne sont pas étanches, donc utilisation limitée à protéger des projections d'eau et de l'humidité",negative,negative
"Habituellement je prends du 2 voir du 3 XL, la je commande du 4 XXXXL pour être à l'aise, c'est ENCORE trop petit cherchez l'erreur?. Avec toutes ces origines de fabrication à la C.. on ne sait plus quelle taille prendre.",negative,negative
"Les différentes parties tombent, la lumière est très faible, même si le produit n'a pas été commandé pour éclairer, on était censé voir lorsqu'il s'allumait...",negative,negative
La poussette aurait été mieux si la barre de sécurité avant n'avait pas cassée obligée de la coller mais rien à faire cela ne tiens pas très très décue. pour la plier c'est galère les boutons ne fonctionne pas. je ne la recommande absolument pas,negative,negative
impossible a connecter en wifi avec mon téléphone..!fonctionne seulement en direct mais je l'avait pas acheté pour cela surtout qu'il existe en simple fonctionnement sans wifi et moins cher très déçu..,negative,negative
Le produit n'est pas adapté a la montre Nokia Steel je contrairement a ce qui est indiqué.... Il est trop petit et pas fait pour tenir dessus,negative,negative
"Bonjour, je croyais que cela serait plus visible au niveau de l affichage des chiffres, très déçu, je ne peux pas m en servir.",negative,negative
la trancheuse s'est cassée lors du decoupage d'une pomme ferme! poubelle,negative,negative
"c'est dommage de choisir une peluche avec son enfant et en recevoir une qui,'est pas celle-ci. les bouts de pates sont tout blanc et les couleurs de la crinière sont beaucoup plus pâle! décevant!",negative,negative
"Le verre n'est pas assez large pour couvrir l'écran du téléphone, et les extrémités ne collent pas totalement sur les côtés (ce qui laisse une bande blanche sur les côtés...",negative,negative
L article est arrivé avec 2 clapets cassés,negative,negative
"Article retourné car vraiment trop fragile, manuel, pas de bonne qualité, grand...",negative,negative
Blender bien reçu mais on ne parvient pas à utiliser les gobelets pour les smoothies la notice n'explique pas comment retirer les lames du blender et le support. En fait pas de chance après avoir été en relation avec le service Amazon et Philips il semblerait que le blender ait été mal vissé ce qui fait qu’on n’ait pu le Dévisser. Article renvoyé. Bon service clients,negative,negative
"A plusieurs reprises, j'ai demandé une facture qui ne m'a jamais été communiquée... C'est dommage car le produit est conforme à mes attentes.",negative,negative
"De temps en temps l'écran devient blanc et quand on appuit sur le bouton marche/arrêt cela ne fonctionne pas, obliger de faire reset à chaque fois pour le redémarrer.",negative,negative
"Trop grand, ne tient pas bien sur le micro. Mais vu le prix on va pas se plaindre. Un petit élastique et le problème est réglé.",negative,negative
"Joli mais attention la boite est en fer blanc, se déforme même au doigts. Convient aux personnes méticuleuse.",negative,negative
J'ai commandé cet article et j'ai reçu une boule solaire blanche non similaire à la présentation! Dommage car non ressemblant à la présentation.,negative,negative
"article 100% conforme, mais emballage realisé par AMAZON, le scotch de securité si vous ne le mettez pas correctement, a quoi ça sert? le carton ""marron est arrivé ouvert. le carton du produit est arrivé détérioré. Très déçu, une baisse de qualité dans les envois par AMAZON.",negative,negative
J'en ai déjà du même genre achetées sur Amazon mais qui se ferment bien mieux... Là j'avoue que je suis un peu déçu...!!!,negative,negative
Si vous utilisez souvent votre parapluie n'investissez pas dans celui ci. La tige s'est cassée au bout de 2 mois d'utilisation. Ce parapluie est certes grand mais pas robuste du tout.,negative,negative
Clavier anglais qwerty et pas pratique la configuration avec l’ordi. N’ai pas de notice pour un suivre.,negative,negative
"Peu d’effet sur mes cernes, pas assez hydratant",negative,negative
Petite qualité les véhicules se sont décollés après quelques heures dans les mains des enfants les enfants que je garde ont moins de trois ans j’ai donc retiré les véhicules de leurs jeux,negative,negative
Bof bof je les pensai plus souple. Et j'ai du agrandir le trou pour que mon bouton passe. Résultat je ne men sert pas.,negative,negative
J en avais acheté 2 pour ma mère et ma tante en espérant qu'ils soient simples d utilisation. C est perdu! Il n est pas assez intuitif. Résultat elles les ont rangé ay placard. Je ne recommande pas pour des personnes âgées.,negative,negative
"Ce boitier est en métal, ce qui me fait un peu peur pour l'isolation électrique avec le disque dur, surtout que le disque n'est pas maintenu à l'intérieur. Ce n'est pas pour le disque dur que j'ai peur (même si c'est lui qui risque de souffrir en cas de court circuit), mais surtout pour les données qui sont dessus. J'ai préféré m'en séparer et acheter un boitier inspirant un peu plus confiance. Je ne conseil pas, on en a pour son argent :-(",negative,negative
tissu pas assez épais,negative,negative
Magnifique mail ne faut pas l'allumer La cire coule et la teinte de la licorne part avec la cire Donc trop cher pour ce que c'est,negative,negative
"Ce n'est probablement pas une première pression à froid. S'il s'agit effectivement d'une huile sèche, celle-ci n'a pas l'odeur de l'argan et probablement peu des propriétés positives qu'on attend de celle-ci",negative,negative
Les bouchons des flacons ne se vissent pas aisément... sinon produit correct,negative,negative
Sans style. On ne croit pas à cette histoire.,negative,negative
c'est dommage qu'il y ait du teflon dans la cuve j'ai été obligée de la donner.je n'utilise plus des ustensils qui en contiennent.sinon la machine marche tres bien.,negative,negative
"Déçue, on les voit à peine.",negative,negative
"pas du tout confortable. Je l'ai acheté pour ma voiture mais il est trop grand. j'ai coupé le socle pour qu'il soit stable sur le siège de la voiture, cela fait sale est ça ne va toujours pas. je ne le recommande pas",negative,negative
Climatiseur silencieux! Absolument pas! Extrêmement bruyant et long pour refroidir une pièce de 12 mètres carré.,negative,negative
"j'ai déjà un chrome cast à la maison et je voulais un autre produit pour la télévision de la cuisine, je déçue il est compliqué à utilisé et ne s'adapte pas à toutes mes applications pour regarder mes films",negative,negative
Je n'ai pas de chance mon tapis a un pli et n'adère pas du tout à ba baignoire.... Dommage car il était beau!,negative,negative
les espaces pour passer le couteau sont trop étroits... on abime le bois en coupant et les miettes ne tombent pas dans le tiroir donc il ne sert à rien,negative,negative
Bin produit mais pas conforme a l image il manque le cylindre noir,negative,negative
Zéro adhérence déçue pour cela sinon jolie conforme à la photo,negative,negative
dès que je l'ai reçu il a plu l'apres midi. et bien lorsque que j'ai enlever la bache de protection je me suis aperçue que celle ci n'était pas imperméable car mes coussins etaient trempés!,negative,negative
Qualité médiocre - Trépied inefficace - finalement trop cher pour ne pas s’en servir,negative,negative
Je suis déçue et en même temps je trouvais le prix étrange. la montre en elle même n'a pas de puce GPS. il faut se connecter au téléphone et avoir le téléphone sur soit pour avoir un suivi GPS. Je suis aussi très déçue qu'il faille se connecter au téléphone pour un suivi de la fréquence cardiaque. la montre n'enregistre pas ce qu'elle mesure sinon.,negative,negative
Bon.produit mais sans filtre intégré et arrivée cassée sur le dessus Cela ne.gene pas l utilisation donc je n ai pas eu l.energie de retourner le.produit mais c est dommage,negative,negative
Jolie mes pas assez apaisé. Mes fais bien habiller,negative,negative
Plastique fragile impossible de le tenir droit,negative,negative
"La figurine ne tient pas en équilibre même avec le socle, obligé de caler le pied gauche. Un grand écart visible à la jointure bras gant. Très déçu pour une figurine à 46 euros et le mois d attente pour la livraison.",negative,negative
Le premier verre s’est brisée directement en le posant. Le deuxième est bien. Pack de 2 pas top La qualité ne doit pas être super,negative,negative
"Pour l'utilisation que j'en fais (me lever la nuit sans réveiller mon mari), la lampe convient. J'ai mis le filtre rouge, pour avoir la lumière la plus faible. Dès réception, j'ai pu constater que le joint de la fermeture vissée était cassé. La lampe ne sera certainement pas étanche donc elle restera dans la chambre. J'ai pu constater aussi à de nombreuses reprises des faux-contacts si je laisse la lampe allumée trop longtemps. En bref, la seule raison pour laquelle je n'ai pas renvoyé cet article, c'est parce que je peux m'en sortir comme ça. Mais il est certain que si j'avais dû en faire un usage véritable, il aurait fait ses bagages et serait retourné d'où il vient.",negative,negative
"Bon produit ne fonctionne que sur le secteur, dommage",negative,negative
"La buse tourne sans arrêt, le jet même au maximum n’est pas du tout puissant. Très déçu de cet achat.",negative,negative
Cet instrument numérique de mesure ne correspond pas aux attentes. Une mesure prise près du corps ou au bout des becs n'est pas identique. Les centièmes se baladent allègrement et le bouton moleté d'avance précise est tout à fait inadapté. Dommage.,negative,negative
"Axe central cassé apres moins de 3 mois d’utilisation, reparation impossible. Deçue de cet achat vu son prix",negative,negative
je trouve que la recharge est beaucoup beaucoup trop longue.... j'ai pourtant la prise Anker!,negative,negative
"le bracelet est pour un petit poignet,il est en 3 morceaux dont l'un est deja tombé alors que je ne l'ai pas mis vu la taille:! :",negative,negative
"J’ai longuement hésiter à acheter celui ci. Avant j’ai lu tous les commentaires et me suis dis que celui ci était celui qui offrait le plus de point positifs. Et bien très très déçue. Depuis donc 4 jours je le teste, il trouve de la fièvre alors que pas du tout. Je ne lui fais donc pas confiance. Quel dommage!!!! Je ne met jamais de commentaires négatifs mais cette fois ci je ne peux pas mettre une bonne note. Attention",negative,negative
"La livraison était prévu pour vendredi 21 et à ce jour j’ai pas reçu ma commande, et dans mon historique il y a écrit que le colis est déposé dans ma boîte à lettre depuis jeudi 20. Comment faire? Merci",negative,negative
"2 ennuis: luminosité trop faiblarde de l'écran LCD (ou alors il faut un angle de vision peu pratique) et le radio pilotage ne fonctionne pas ici en France, à la frontière espagnole... Double réveil pratique en revanche.",negative,negative
J'ai commandé ces housses et à l'arrivée une de ces housses couleur était défectueuse : la fermeture éclair ne fonctionner pas du tout et risquer de se casser ; de plus ces housses sont un peu petites en longueur.,negative,negative
Je suis très étonné de ne pas avoir eu comme dans le descriptif le support en bois. Je pense que c est un oubli car il est notifié dans l achat.,negative,negative
"Desolée de ne pouvoir repondre pour cet article, nous n avons pas recu les bons verres, dommage, car je vais devoir les recommander en esperant avoir cette fois la bonne reference.",negative,negative
J'ai commandé l'article pour qu'il arrive à la maison mais vous l'avez mit au point de relais et cela m'a accusé d'un problème.,negative,negative
La vitre ne colle pas bien sur les bords.,negative,negative
"Contrairement à ce qu’on imagine depuis la photos, le coussinet de la barre n’est pas epais",negative,negative
"Tête cassée après 3 utilisations, vais faire la demande au sav",negative,negative
"Très déçue par ce produit. Certes cela permet de soulager les mamelons, ça retient le lait mais lorsque les coquillages bougent c'est désagréable et malheureusement j'ai fait une réaction. Mauvaise experience personnelle.",negative,negative
"Bonjour, Le verre reçu ne correspond pas parfaitement à l'écran : surprenant!!! C'était pourtant un verre pour Wiko sunny 2 plus. Décevant",negative,negative
"J'ai bien reçu la souris qui a l'air bien, malheureusement il manque la clé usb wifi. Difficile de se servir de cette souris sans fil sans cela!",negative,negative
"Utilisé avec la poussette bebeconfort. Après quelques semaines d'utilisation, l'ombrelle ne fonctionne plus. L'accroche métallique en ressort ne permet plus d'orienter l'ombrelle en fonction du soleil. Trop fragile. Achat décevant.",negative,negative
Pas top ca se decolle tout le temps,negative,negative
"c'est mon deuxième dans cette marque et là pas de chance du tout, il s'est tout décousu en quelques jours, problème de couture, alors que mon premier impeccable depuis des mois. triste...",negative,negative
Plutôt déçu par ce produit car la qualité n’est vraiment pas top. Je ne vois pas bien le bébé derrière.,negative,negative
Monté par mon garagiste depuis une semaine Problème avec le régulateur monte la vitesse dans le réglage mais quand on veut la baisser elle monte le mécanicien me dit un problème de soudures sûrement a la fabrication Déçu,negative,negative
Amazon à la mémoire d’un poisson rouge un tour de bocal et il ne se rappelle pas qu’il a déjà posé la question sur l’article où alors comme l’article n’était pas top il en veut une deuxième couche,negative,negative
"Principalement utilisé pour brancher mon s8 + à la TV,legerement deçu.Quelques coupures intempestives qui m'obligent a debrancher/rebrancher.",negative,negative
Colis laisser en dehors de la boite sur un trottoir de route national sous la pluie,negative,negative
Produit pas très confortable et pas trés discret,negative,negative
Je me demande si ce n'est pas une composition fausse car il n'y a pas de certificat de garantie comme celui que j'achète directement chez solar j'aimerais avoir ce certificat malgré que l'emballage et le Code soient exacts il n'y a pas de certificat donc doute,negative,negative
pas fini de lire mais plus que le corbeau,negative,negative
Domage qu'il n'y est pas eu le support encre pour le prix que ca ma coûter mais produit sympat.,negative,negative
je pensais avoir trois souche pour le prix j en n ai eu qu une je trouve cela cher pour une,negative,negative
Reçu rapidement. Pas d'efficacité en respectant la prescription indiquée sur le pot.,negative,negative
très difficile de trouver une application compatible!,negative,negative
"C'est un joli collier, mais comme d'autres commentaires le signale, les reflets ne sont pas toujours flagrants. La chaine est fine mais après tout, il ne faudrait pas qu'elle soit trop grosse non plus donc de ce côté, ça convient. Grosse interrogation : il n'y pas de certificat, ni sur le fait que ce soit réellement de l'argent 925, ni que ce soit du cristal Swarovski (contre-façon?)",negative,negative
Produit décevant une fois posé sur mon galaxy edge s6 beaucoup de fonction tactile deviennent impossible en fonction de l'endroit ou l'on tape. A la fin de la journée j'ai ôté la protection.Très décu,negative,negative
Emballage médiocre et les pièces auraient pu sortir du colis. Je n'ai rien à ajouter de plus (il faut faire du remplissage car le message doit faire un minimum de mot.,negative,negative
"Dommage pour l'élément défectueux (qui est la base en plus), pendant le transport j'imagine car peu protégé. Je n'avais pas envie de m'ennuyer à tout renvoyer... Je l'ai quand même monté, vu le prix il tiendra le temps qu'il tiendra! En dehors de ce problème je suis satisfaite et mes chats aussi.",negative,negative
Commande reçue avec l’emballage abîmé. Le téléphone est également arrivé abîmé en haut à gauche. Je suis déçue de ma commande.,negative,negative
La clé tourne dans le vide après 1 mois d'utilisation,negative,negative
Bonjour j’ai bien reçu l’article commandé malheureusement il fuit.Que dois je faire?,negative,negative
"Je m'attendait a mieux. Du coup il reste dans mon placard, pas pratique je trouve.",negative,negative
Reçu sans le chargeur la lampe est inutilisable,negative,negative
Assez déçu qualité médiocre,negative,negative
Desserte reçue avec des endroits déformés Manque des vis Dommage car reçoit bien ma plancha,negative,negative
"Tres jolie bouee, qui n'aura connue que 2 baignades malheureusement, s'est tres rapidement dégonflée d'elle meme sans trou apparent et malgré les recherches. Sans doute un défaut de jointure.",negative,negative
Abîmé à l arrivée sinon il a l air bien,negative,negative
"acheté il y a quelques mois et ne tient pas la charge, obligé de s'en servir sur secteur!!, dommage car le but de mon achat était de m'en servir sans fil!",negative,negative
Pas dans mes attente Cafetière qui pourrai être bien moins onéreuse,negative,negative
"Heureusement qu'elles sont rechargeables, durée de vie trop courte, rechargement toutes les semaines. Vendeur contacté pour avoir des piles supplémentaires afin d'en avoir en avance et de pouvoir intervertir, pas de réponses.",negative,negative
Le sac est bien trop grand donc pas pratique quand on y met des choses car trop large de partout... un peu déçue,negative,negative
Super les deux premiers mois. Après on déchante un peu. Mal au dos,negative,negative
Ce rasoir ne rase pas très bien et il n'est pas précis et il n'est pas agréable sur la peau.,negative,negative
L' appli ne marche pas il faut passer par une autre appli du dev. Impossible d être plusieurs sur la même lampe du coups l intérêt est moyen quand on est en couple. Marche en bluetooth et non en wifi.,negative,negative
Le microscope a l’air bien mais l’ecran S’éteint souvent inopinément. Nous l’avons reçu le 23 décembre ouvert le 25 et déjà fonctionne très mal,negative,negative
"Malgré de nombreuses applications, produit inefficace contre la douleur lombaire",negative,negative
"Nous ne pouvons choisir les robes, c'est la surprise. J'aurais aimé avoir les robes présentées de plus la finition n'est pas parfaite",negative,negative
Appareillages non-conforme pour l'extérieur car j'ai du faire des trous dans chaques récepteurs donc ce que vous brancherez ne sera pas à la terre. ATTENTION,negative,negative
"Après quelque semaine d'utilisation les températures affichées ne correspondent plus à rien, qui prend une douche à plus de 50 degrés!!! Le produit est garanti un an suivant la carte livrée avec mais la procédure de retour n'est plus d'actualité...",negative,negative
